order_id,customer_id,restaurant_id,cost,rating,food_preparation_time,delivery_time,total_time,expected_total_time,delivery_delay,order_hour,time_of_day,peak_hour_flag,traffic_level,delay_category,day_of_the_week,distance_km,speed_kmph,delivery_person_id
1478429,355090,15,22.85,5.0,24,23,47,52.0,-5.0,12,Afternoon,1,Medium,Early,Weekend,1.4,35.0,50
1476885,133349,77,20.23,5.0,33,17,50,52.0,-2.0,18,Evening,1,Low,On Time,Weekend,7.73,30.3,1
1478230,97346,17,14.6,3.0,30,28,58,52.0,6.0,19,Evening,1,High,Slightly Delayed,Weekend,1.6,41.0,2
1478162,241080,28,15.52,4.0,32,27,59,52.0,7.0,12,Afternoon,1,High,Slightly Delayed,Weekend,10.28,21.4,3
1477645,343554,4,8.98,3.0,26,27,53,52.0,1.0,11,Morning,1,High,On Time,Weekend,12.26,15.7,4
1477583,370096,103,19.4,4.0,30,25,55,52.0,3.0,10,Morning,0,Medium,On Time,Weekend,2.13,37.1,5
1477214,98319,19,13.0,5.0,30,27,57,52.0,5.0,10,Morning,0,High,On Time,Weekday,6.46,26.0,6
1477529,377260,88,5.82,3.0,22,25,47,52.0,-5.0,11,Morning,1,Medium,Early,Weekend,10.17,44.8,7
1477648,110792,18,16.06,5.0,24,21,45,52.0,-7.0,16,Afternoon,0,Medium,Early,Weekend,4.47,43.2,8
1476874,60901,17,5.82,5.0,22,22,44,52.0,-8.0,9,Morning,0,Medium,Early,Weekend,3.39,16.0,9
1477097,132906,24,13.05,5.0,28,30,58,52.0,6.0,22,Night,0,High,Slightly Delayed,Weekday,9.9,20.1,10
1477974,41907,29,9.22,4.0,31,25,56,52.0,4.0,16,Afternoon,0,Medium,On Time,Weekend,12.89,39.5,11
1478036,186976,97,8.35,4.0,28,17,45,52.0,-7.0,8,Morning,0,Low,Early,Weekend,11.2,26.1,12
1478371,258275,3,25.17,5.0,27,26,53,52.0,1.0,21,Night,1,High,On Time,Weekend,7.93,29.5,13
1476730,344577,32,29.05,4.0,22,21,43,52.0,-9.0,22,Night,0,Medium,Early,Weekend,14.84,44.9,14
1476768,72757,39,8.49,5.0,23,18,41,52.0,-11.0,22,Night,0,Medium,Early,Weekend,13.23,29.1,15
1476786,103852,18,6.74,5.0,22,29,51,52.0,-1.0,8,Morning,0,High,On Time,Weekend,8.92,21.3,16
1478242,372276,66,24.2,5.0,29,15,44,52.0,-8.0,12,Afternoon,1,Low,Early,Weekend,13.19,25.9,17
1477773,72726,15,12.18,5.0,32,24,56,52.0,4.0,13,Afternoon,1,Medium,On Time,Weekend,9.5,40.3,18
1477063,317446,60,19.4,5.0,28,30,58,52.0,6.0,13,Afternoon,1,High,Slightly Delayed,Weekend,5.89,37.6,19
1477419,186454,15,14.07,5.0,34,17,51,52.0,-1.0,10,Morning,0,Low,On Time,Weekend,9.53,19.0,20
1476864,381020,33,31.86,4.0,25,19,44,52.0,-8.0,23,Night,0,Medium,Early,Weekend,12.15,23.7,21
1476791,390484,33,12.56,4.0,35,33,68,52.0,16.0,14,Afternoon,1,Jam,Heavily Delayed,Weekday,9.65,35.7,22
1477054,351799,96,14.07,5.0,34,29,63,52.0,11.0,16,Afternoon,0,High,Slightly Delayed,Weekend,12.08,27.8,23
1478184,232359,60,5.82,5.0,30,30,60,52.0,8.0,18,Evening,1,High,Slightly Delayed,Weekend,3.03,16.9,24
1476851,361220,145,19.98,5.0,34,30,64,52.0,12.0,19,Evening,1,High,Slightly Delayed,Weekday,7.53,18.2,25
1476597,373059,15,14.07,5.0,31,25,56,52.0,4.0,17,Evening,0,Medium,On Time,Weekend,4.45,31.2,26
1477241,42828,39,14.12,5.0,25,25,50,52.0,-2.0,23,Night,0,Medium,On Time,Weekday,9.92,27.1,27
1477282,241719,96,12.42,4.0,23,20,43,52.0,-9.0,23,Night,0,Medium,Early,Weekend,7.04,43.9,28
1477874,41168,29,12.13,5.0,25,29,54,52.0,2.0,15,Afternoon,0,High,On Time,Weekend,11.51,16.3,29
1476852,369809,19,19.45,3.0,28,28,56,52.0,4.0,13,Afternoon,1,High,On Time,Weekday,1.11,26.8,30
1476958,41638,4,12.18,4.0,26,29,55,52.0,3.0,19,Evening,1,High,On Time,Weekend,7.83,24.3,31
1477226,361728,60,6.69,5.0,25,18,43,52.0,-9.0,15,Afternoon,0,Medium,Early,Weekend,10.71,32.3,32
1477327,328731,45,13.97,5.0,27,24,51,52.0,-1.0,19,Evening,1,Medium,On Time,Weekday,4.06,27.3,33
1476905,360844,42,5.72,5.0,32,26,58,52.0,6.0,12,Afternoon,1,High,Slightly Delayed,Weekday,11.9,27.1,34
1478433,94700,47,13.1,5.0,31,30,61,52.0,9.0,15,Afternoon,0,High,Slightly Delayed,Weekend,1.89,41.6,35
1476666,205241,15,6.07,4.0,23,27,50,52.0,-2.0,17,Evening,0,High,On Time,Weekday,12.78,34.0,36
1476552,334758,103,12.56,4.0,25,23,48,52.0,-4.0,19,Evening,1,Medium,On Time,Weekend,8.98,33.8,37
1477137,157578,85,14.07,5.0,33,26,59,52.0,7.0,11,Morning,1,High,Slightly Delayed,Weekday,12.41,15.2,38
1477440,127934,4,12.52,4.0,24,31,55,52.0,3.0,17,Evening,0,High,On Time,Weekday,4.44,21.6,39
1477545,144352,15,21.93,5.0,21,33,54,52.0,2.0,15,Afternoon,0,Jam,On Time,Weekday,13.84,35.6,40
1478215,92726,36,25.27,4.0,23,19,42,52.0,-10.0,17,Evening,0,Medium,Early,Weekend,7.07,17.4,41
1478301,184325,146,22.75,5.0,25,32,57,52.0,5.0,19,Evening,1,High,On Time,Weekday,13.45,23.0,42
1477294,39334,60,12.18,5.0,22,26,48,52.0,-4.0,9,Morning,0,High,On Time,Weekend,6.34,16.2,43
1477235,115841,53,15.38,5.0,30,31,61,52.0,9.0,19,Evening,1,High,Slightly Delayed,Weekday,10.27,44.6,44
1478012,114919,58,12.66,5.0,25,26,51,52.0,-1.0,19,Evening,1,High,On Time,Weekend,1.87,36.1,45
1477005,87006,45,25.17,5.0,21,16,37,52.0,-15.0,12,Afternoon,1,Low,Early,Weekend,3.85,25.6,46
1476600,141912,85,24.25,5.0,24,15,39,52.0,-13.0,16,Afternoon,0,Low,Early,Weekend,14.69,27.1,47
1478270,303548,15,14.02,4.0,20,21,41,52.0,-11.0,11,Morning,1,Medium,Early,Weekend,8.77,20.4,48
1477299,60039,87,31.33,4.0,29,27,56,52.0,4.0,23,Night,0,High,On Time,Weekday,14.39,28.5,49
1477388,396432,2,9.7,5.0,25,15,40,52.0,-12.0,18,Evening,1,Low,Early,Weekend,6.31,33.9,50
1477221,125510,2,33.03,3.0,34,23,57,52.0,5.0,13,Afternoon,1,Medium,On Time,Weekend,6.42,45.0,1
1476691,68775,96,24.2,5.0,22,21,43,52.0,-9.0,22,Night,0,Medium,Early,Weekend,1.41,22.7,2
1476838,51356,97,16.15,5.0,31,15,46,52.0,-6.0,8,Morning,0,Low,Early,Weekend,14.67,23.6,3
1477913,92096,147,21.93,5.0,31,18,49,52.0,-3.0,16,Afternoon,0,Medium,On Time,Weekend,2.26,39.2,4
1477453,83287,15,9.41,5.0,22,20,42,52.0,-10.0,8,Morning,0,Medium,Early,Weekend,10.03,41.6,5
1477946,81152,37,14.12,5.0,25,15,40,52.0,-12.0,12,Afternoon,1,Low,Early,Weekend,4.21,25.4,6
1477395,56219,29,14.55,5.0,30,32,62,52.0,10.0,11,Morning,1,High,Slightly Delayed,Weekday,9.7,35.1,7
1478404,97991,42,33.03,5.0,28,15,43,52.0,-9.0,20,Evening,1,Low,Early,Weekend,2.47,32.0,8
1476567,122609,18,13.0,5.0,34,15,49,52.0,-3.0,19,Evening,1,Low,On Time,Weekend,11.92,34.9,9
1476903,53874,148,25.17,3.0,28,23,51,52.0,-1.0,23,Night,0,Medium,On Time,Weekend,4.68,38.7,10
1478374,64151,53,5.97,3.0,30,25,55,52.0,3.0,20,Evening,1,Medium,On Time,Weekend,4.45,37.9,11
1476764,44049,30,13.0,4.0,33,21,54,52.0,2.0,20,Evening,1,Medium,On Time,Weekend,7.37,17.8,12
1476629,317993,103,12.66,3.0,27,26,53,52.0,1.0,21,Night,1,High,On Time,Weekend,2.45,37.8,13
1476936,260035,42,14.12,5.0,31,25,56,52.0,4.0,10,Morning,0,Medium,On Time,Weekend,7.59,22.9,14
1478342,142681,46,8.3,5.0,27,19,46,52.0,-6.0,20,Evening,1,Medium,Early,Weekend,9.57,25.0,15
1477229,72339,81,17.03,4.0,35,33,68,52.0,16.0,13,Afternoon,1,Jam,Heavily Delayed,Weekday,1.95,29.7,16
1476961,112272,18,14.02,5.0,35,29,64,52.0,12.0,9,Morning,0,High,Slightly Delayed,Weekday,11.71,20.5,17
1477332,43018,17,24.2,5.0,27,19,46,52.0,-6.0,10,Morning,0,Medium,Early,Weekend,10.38,35.5,18
1478193,83287,19,16.01,5.0,27,19,46,52.0,-6.0,23,Night,0,Medium,Early,Weekend,12.25,29.3,19
1478410,84087,60,25.22,5.0,32,25,57,52.0,5.0,12,Afternoon,1,Medium,On Time,Weekend,14.69,38.8,20
1477080,67848,25,19.45,5.0,25,24,49,52.0,-3.0,22,Night,0,Medium,On Time,Weekend,5.94,30.2,21
1477169,46696,42,12.08,5.0,29,24,53,52.0,1.0,16,Afternoon,0,Medium,On Time,Weekday,7.16,38.8,22
1476761,64153,4,24.25,5.0,33,30,63,52.0,11.0,9,Morning,0,High,Slightly Delayed,Weekday,12.52,38.3,23
1477584,275689,3,16.98,4.0,23,30,53,52.0,1.0,17,Evening,0,High,On Time,Weekday,5.8,42.2,24
1477916,121706,4,13.0,5.0,24,30,54,52.0,2.0,15,Afternoon,0,High,On Time,Weekend,1.89,40.5,25
1476561,115213,6,13.24,5.0,23,30,53,52.0,1.0,21,Night,1,High,On Time,Weekend,6.15,19.1,26
1477072,113507,29,29.39,5.0,26,30,56,52.0,4.0,9,Morning,0,High,On Time,Weekday,14.93,24.5,27
1476755,331143,83,11.59,5.0,25,22,47,52.0,-5.0,18,Evening,1,Medium,Early,Weekend,9.11,29.2,28
1478293,84045,8,12.13,5.0,26,26,52,52.0,0.0,20,Evening,1,High,On Time,Weekend,1.35,42.1,29
1477142,87151,53,24.2,4.0,23,26,49,52.0,-3.0,12,Afternoon,1,High,On Time,Weekend,13.37,30.7,30
1477494,300003,149,15.86,5.0,31,30,61,52.0,9.0,14,Afternoon,1,High,Slightly Delayed,Weekend,2.08,33.1,31
1477176,260680,6,12.95,3.0,27,24,51,52.0,-1.0,15,Afternoon,0,Medium,On Time,Weekday,6.52,19.6,32
1478383,121905,15,15.86,3.0,34,20,54,52.0,2.0,8,Morning,0,Medium,On Time,Weekend,12.1,35.1,33
1476917,58675,150,14.84,5.0,32,22,54,52.0,2.0,13,Afternoon,1,Medium,On Time,Weekend,11.33,36.2,34
1478082,103005,58,5.77,5.0,34,21,55,52.0,3.0,8,Morning,0,Medium,On Time,Weekend,14.51,18.7,35
1477502,367076,24,22.8,5.0,30,25,55,52.0,3.0,9,Morning,0,Medium,On Time,Weekend,4.35,32.8,36
1477734,81658,60,29.25,5.0,35,29,64,52.0,12.0,23,Night,0,High,Slightly Delayed,Weekday,8.29,29.0,37
1477151,97991,42,22.36,4.0,25,18,43,52.0,-9.0,22,Night,0,Medium,Early,Weekend,2.38,21.6,38
1478333,93437,24,22.26,5.0,27,26,53,52.0,1.0,8,Morning,0,High,On Time,Weekend,2.88,29.4,39
1477013,52832,80,8.01,5.0,30,30,60,52.0,8.0,18,Evening,1,High,Slightly Delayed,Weekday,6.84,18.4,40
1476949,14869,72,16.3,5.0,23,30,53,52.0,1.0,12,Afternoon,1,High,On Time,Weekend,3.86,15.2,41
1477779,39275,28,31.43,5.0,34,20,54,52.0,2.0,17,Evening,0,Medium,On Time,Weekend,10.11,39.2,42
1478131,395616,29,12.13,3.0,23,15,38,52.0,-14.0,22,Night,0,Low,Early,Weekend,11.49,27.8,43
1477769,129798,28,8.05,5.0,26,31,57,52.0,5.0,16,Afternoon,0,High,On Time,Weekday,2.84,23.8,44
1478099,97255,29,19.4,5.0,24,28,52,52.0,0.0,13,Afternoon,1,High,On Time,Weekday,9.38,41.4,45
1476810,95164,74,19.35,5.0,30,16,46,52.0,-6.0,18,Evening,1,Low,Early,Weekend,3.22,41.0,46
1477279,35432,28,16.15,3.0,24,22,46,52.0,-6.0,18,Evening,1,Medium,Early,Weekend,6.75,17.8,47
1478309,127130,59,16.05,4.0,34,33,67,52.0,15.0,8,Morning,0,Jam,Slightly Delayed,Weekday,6.21,39.4,48
1477368,132137,29,24.25,4.0,34,21,55,52.0,3.0,20,Evening,1,Medium,On Time,Weekend,5.19,33.4,49
1477409,146588,15,9.07,3.0,35,26,61,52.0,9.0,8,Morning,0,High,Slightly Delayed,Weekday,13.49,37.4,50
1477506,283831,42,13.05,5.0,22,28,50,52.0,-2.0,9,Morning,0,High,On Time,Weekday,14.05,22.4,1
1476888,342107,15,12.13,5.0,25,30,55,52.0,3.0,16,Afternoon,0,High,On Time,Weekday,14.2,29.5,2
1477579,349854,15,24.35,5.0,34,26,60,52.0,8.0,10,Morning,0,High,Slightly Delayed,Weekday,1.44,15.2,3
1477977,43856,49,16.01,5.0,30,16,46,52.0,-6.0,22,Night,0,Low,Early,Weekend,3.19,18.0,4
1478336,138426,131,5.82,5.0,26,26,52,52.0,0.0,8,Morning,0,High,On Time,Weekend,6.51,27.1,5
1477649,106478,21,16.15,5.0,29,27,56,52.0,4.0,12,Afternoon,1,High,On Time,Weekend,11.09,31.0,6
1477108,47280,18,29.68,3.0,26,30,56,52.0,4.0,23,Night,0,High,On Time,Weekend,4.84,39.7,7
1477947,78560,60,12.18,3.0,27,20,47,52.0,-5.0,14,Afternoon,1,Medium,Early,Weekend,7.04,31.9,8
1477488,344586,24,12.56,4.0,20,22,42,52.0,-10.0,13,Afternoon,1,Medium,Early,Weekend,3.5,31.7,9
1477236,1311,32,16.1,5.0,22,26,48,52.0,-4.0,19,Evening,1,High,On Time,Weekend,6.07,34.6,10
1478392,77511,29,21.93,4.0,22,25,47,52.0,-5.0,8,Morning,0,Medium,Early,Weekend,8.12,34.4,11
1476940,197633,24,5.77,4.0,32,24,56,52.0,4.0,12,Afternoon,1,Medium,On Time,Weekday,10.57,33.5,12
1477671,393765,45,6.02,5.0,33,24,57,52.0,5.0,22,Night,0,Medium,On Time,Weekend,4.62,40.0,13
1476742,92096,147,6.74,5.0,30,26,56,52.0,4.0,12,Afternoon,1,High,On Time,Weekday,13.55,40.8,14
1478177,80683,18,11.59,4.0,22,18,40,52.0,-12.0,13,Afternoon,1,Medium,Early,Weekend,2.14,30.0,15
1477035,141496,115,33.03,5.0,35,20,55,52.0,3.0,10,Morning,0,Medium,On Time,Weekend,7.14,35.1,16
1477923,75115,17,33.03,3.0,32,19,51,52.0,-1.0,12,Afternoon,1,Medium,On Time,Weekend,6.59,33.3,17
1478054,170221,15,5.72,5.0,24,19,43,52.0,-9.0,14,Afternoon,1,Medium,Early,Weekend,8.03,30.2,18
1477590,145952,18,29.15,5.0,26,24,50,52.0,-2.0,12,Afternoon,1,Medium,On Time,Weekday,3.47,32.4,19
1477984,353676,69,14.07,4.0,20,30,50,52.0,-2.0,12,Afternoon,1,High,On Time,Weekend,14.34,36.9,20
1476828,52832,80,6.64,5.0,21,29,50,52.0,-2.0,12,Afternoon,1,High,On Time,Weekday,2.58,37.7,21
1477234,91817,103,9.6,5.0,30,16,46,52.0,-6.0,17,Evening,0,Low,Early,Weekend,9.41,22.9,22
1477829,164529,18,9.32,4.0,32,18,50,52.0,-2.0,17,Evening,0,Medium,On Time,Weekend,2.64,41.9,23
1477191,93797,87,25.22,5.0,25,33,58,52.0,6.0,10,Morning,0,Jam,Slightly Delayed,Weekday,10.27,34.6,24
1477509,382076,15,16.93,5.0,25,26,51,52.0,-1.0,8,Morning,0,High,On Time,Weekend,4.48,35.9,25
1477950,301032,4,16.44,4.0,24,16,40,52.0,-12.0,12,Afternoon,1,Low,Early,Weekend,13.54,28.2,26
1476679,241719,2,14.41,5.0,22,20,42,52.0,-10.0,21,Night,1,Medium,Early,Weekend,1.58,26.4,27
1478388,285143,72,12.13,4.0,25,18,43,52.0,-9.0,16,Afternoon,0,Medium,Early,Weekend,8.02,27.6,28
1478078,54608,6,22.26,5.0,34,15,49,52.0,-3.0,21,Night,1,Low,On Time,Weekend,14.67,41.1,29
1477443,105903,15,24.3,4.0,35,29,64,52.0,12.0,8,Morning,0,High,Slightly Delayed,Weekday,13.89,32.4,30
1477272,143984,88,12.27,5.0,32,24,56,52.0,4.0,10,Morning,0,Medium,On Time,Weekday,3.41,31.5,31
1476868,122609,2,12.23,5.0,33,23,56,52.0,4.0,20,Evening,1,Medium,On Time,Weekend,4.73,20.4,32
1478432,331143,83,14.6,3.0,20,32,52,52.0,0.0,20,Evening,1,High,On Time,Weekday,7.78,37.9,33
1476988,94115,151,14.94,5.0,27,20,47,52.0,-5.0,11,Morning,1,Medium,Early,Weekend,7.77,43.4,34
1476762,367111,42,16.54,5.0,27,17,44,52.0,-8.0,21,Night,1,Low,Early,Weekend,11.52,27.5,35
1477925,347181,17,11.64,5.0,34,18,52,52.0,0.0,8,Morning,0,Medium,On Time,Weekend,11.89,23.6,36
1478145,42461,103,11.69,4.0,21,27,48,52.0,-4.0,8,Morning,0,High,On Time,Weekday,4.12,28.2,37
1477042,209179,33,6.74,5.0,31,27,58,52.0,6.0,15,Afternoon,0,High,Slightly Delayed,Weekend,11.8,35.7,38
1476834,176622,21,9.22,5.0,23,15,38,52.0,-14.0,23,Night,0,Low,Early,Weekend,10.79,42.8,39
1477446,88333,60,5.77,5.0,33,27,60,52.0,8.0,9,Morning,0,High,Slightly Delayed,Weekend,7.12,23.1,40
1477727,333311,2,21.93,5.0,35,26,61,52.0,9.0,19,Evening,1,High,Slightly Delayed,Weekend,9.52,40.3,41
1476812,83287,15,9.02,4.0,23,27,50,52.0,-2.0,22,Night,0,High,On Time,Weekday,5.18,16.3,42
1477948,141550,117,22.8,4.0,28,31,59,52.0,7.0,15,Afternoon,0,High,Slightly Delayed,Weekday,13.01,25.4,43
1477739,63096,53,12.51,5.0,21,15,36,52.0,-16.0,14,Afternoon,1,Low,Early,Weekend,13.04,44.7,44
1476801,104130,122,14.07,5.0,34,33,67,52.0,15.0,17,Evening,0,Jam,Slightly Delayed,Weekday,10.31,21.6,45
1477530,64754,25,5.34,4.0,27,18,45,52.0,-7.0,17,Evening,0,Medium,Early,Weekend,7.73,28.9,46
1478140,62730,43,29.1,5.0,20,24,44,52.0,-8.0,9,Morning,0,Medium,Early,Weekend,10.72,17.9,47
1477398,87357,19,6.4,5.0,23,32,55,52.0,3.0,13,Afternoon,1,High,On Time,Weekday,6.35,31.9,48
1477575,367800,21,14.12,5.0,24,24,48,52.0,-4.0,13,Afternoon,1,Medium,On Time,Weekend,2.72,15.9,49
1477780,303409,28,12.18,5.0,23,24,47,52.0,-5.0,10,Morning,0,Medium,Early,Weekend,1.51,28.0,50
1477726,268958,46,19.45,5.0,26,29,55,52.0,3.0,18,Evening,1,High,On Time,Weekend,13.84,26.1,1
1477703,121681,59,11.59,5.0,20,21,41,52.0,-11.0,9,Morning,0,Medium,Early,Weekend,8.46,41.9,2
1476631,57263,45,9.22,5.0,29,23,52,52.0,0.0,19,Evening,1,Medium,On Time,Weekend,1.81,38.8,3
1476822,284256,12,12.13,5.0,21,22,43,52.0,-9.0,8,Morning,0,Medium,Early,Weekend,9.35,39.4,4
1477869,125854,15,15.76,4.0,34,27,61,52.0,9.0,13,Afternoon,1,High,Slightly Delayed,Weekend,1.91,37.2,5
1478245,52832,121,29.49,5.0,23,17,40,52.0,-12.0,19,Evening,1,Low,Early,Weekend,9.11,24.8,6
1477250,41409,45,19.35,4.0,28,30,58,52.0,6.0,12,Afternoon,1,High,Slightly Delayed,Weekend,12.12,37.4,7
1477591,97806,15,31.43,5.0,30,19,49,52.0,-3.0,21,Night,1,Medium,On Time,Weekend,11.9,34.4,8
1477840,35309,18,19.4,5.0,24,25,49,52.0,-3.0,21,Night,1,Medium,On Time,Weekend,12.72,21.9,9
1477613,186473,18,11.69,5.0,28,29,57,52.0,5.0,18,Evening,1,High,On Time,Weekend,4.04,22.8,10
1477129,52832,49,19.3,5.0,34,21,55,52.0,3.0,16,Afternoon,0,Medium,On Time,Weekend,7.46,29.3,11
1476670,355970,60,7.61,3.0,20,26,46,52.0,-6.0,8,Morning,0,High,Early,Weekend,14.17,15.2,12
1478155,5693,60,8.3,5.0,29,32,61,52.0,9.0,23,Night,0,High,Slightly Delayed,Weekday,5.44,15.5,13
1477928,70709,17,25.17,5.0,21,17,38,52.0,-14.0,22,Night,0,Low,Early,Weekend,1.97,23.4,14
1478233,264707,28,12.08,3.0,24,26,50,52.0,-2.0,22,Night,0,High,On Time,Weekday,12.31,25.6,15
1477622,84087,60,12.71,5.0,29,33,62,52.0,10.0,14,Afternoon,1,Jam,Slightly Delayed,Weekday,9.75,22.6,16
1478130,114410,60,12.18,5.0,20,16,36,52.0,-16.0,22,Night,0,Low,Early,Weekend,2.02,26.0,17
1477698,60835,29,29.35,5.0,29,17,46,52.0,-6.0,12,Afternoon,1,Low,Early,Weekend,3.31,31.3,18
1478080,312853,19,25.27,5.0,27,29,56,52.0,4.0,12,Afternoon,1,High,On Time,Weekend,14.1,43.0,19
1477533,236739,52,8.54,5.0,29,30,59,52.0,7.0,21,Night,1,High,Slightly Delayed,Weekend,8.19,24.2,20
1476729,396481,49,29.15,5.0,27,15,42,52.0,-10.0,9,Morning,0,Low,Early,Weekend,11.41,37.9,21
1477980,385150,18,17.85,5.0,28,18,46,52.0,-6.0,18,Evening,1,Medium,Early,Weekend,9.88,17.2,22
1478019,106006,2,16.1,3.0,20,28,48,52.0,-4.0,10,Morning,0,High,On Time,Weekend,11.6,39.2,23
1477505,399832,25,14.07,5.0,23,20,43,52.0,-9.0,14,Afternoon,1,Medium,Early,Weekend,2.55,36.2,24
1477204,376578,15,15.57,4.0,34,25,59,52.0,7.0,13,Afternoon,1,Medium,Slightly Delayed,Weekday,3.96,42.2,25
1477988,82041,29,16.44,4.0,23,22,45,52.0,-7.0,23,Night,0,Medium,Early,Weekend,11.39,37.8,26
1478345,365871,152,16.06,5.0,27,21,48,52.0,-4.0,19,Evening,1,Medium,On Time,Weekend,10.12,36.3,27
1478413,318689,153,6.74,5.0,23,19,42,52.0,-10.0,9,Morning,0,Medium,Early,Weekend,4.09,24.1,28
1476639,399172,4,14.07,5.0,20,31,51,52.0,-1.0,13,Afternoon,1,High,On Time,Weekday,4.61,29.2,29
1477985,325272,126,12.13,4.0,29,16,45,52.0,-7.0,9,Morning,0,Low,Early,Weekend,2.98,22.6,30
1477198,86449,60,8.54,3.0,31,15,46,52.0,-6.0,9,Morning,0,Low,Early,Weekend,10.4,22.1,31
1476973,101746,34,11.59,5.0,24,19,43,52.0,-9.0,9,Morning,0,Medium,Early,Weekend,11.51,23.1,32
1477961,167738,39,31.43,5.0,34,20,54,52.0,2.0,21,Night,1,Medium,On Time,Weekend,7.55,18.7,33
1477092,144851,48,16.11,5.0,25,29,54,52.0,2.0,22,Night,0,High,On Time,Weekend,10.33,16.8,34
1477866,44706,18,9.41,5.0,24,18,42,52.0,-10.0,18,Evening,1,Medium,Early,Weekend,11.16,30.7,35
1478041,96456,154,29.05,5.0,20,28,48,52.0,-4.0,10,Morning,0,High,On Time,Weekday,7.39,23.9,36
1477860,209179,33,5.87,4.0,27,22,49,52.0,-3.0,22,Night,0,Medium,On Time,Weekend,3.32,27.2,37
1478232,77371,42,12.18,4.0,24,15,39,52.0,-13.0,9,Morning,0,Low,Early,Weekend,11.01,32.7,38
1477023,99288,63,12.13,5.0,33,28,61,52.0,9.0,11,Morning,1,High,Slightly Delayed,Weekday,1.13,31.1,39
1477455,38336,53,16.2,4.0,21,27,48,52.0,-4.0,16,Afternoon,0,High,On Time,Weekend,10.47,22.6,40
1477709,110461,18,5.97,3.0,31,30,61,52.0,9.0,13,Afternoon,1,High,Slightly Delayed,Weekend,3.96,23.9,41
1477263,291667,15,12.23,5.0,35,25,60,52.0,8.0,8,Morning,0,Medium,Slightly Delayed,Weekday,9.09,16.0,42
1477242,63890,18,14.12,5.0,35,33,68,52.0,16.0,15,Afternoon,0,Jam,Heavily Delayed,Weekday,6.05,29.0,43
1476788,310706,29,6.74,5.0,25,30,55,52.0,3.0,22,Night,0,High,On Time,Weekday,8.52,39.2,44
1477783,73895,33,19.4,5.0,24,25,49,52.0,-3.0,19,Evening,1,Medium,On Time,Weekend,1.44,37.8,45
1478231,141732,4,12.13,5.0,35,29,64,52.0,12.0,21,Night,1,High,Slightly Delayed,Weekend,2.31,24.5,46
1476798,110858,97,14.16,4.0,28,28,56,52.0,4.0,14,Afternoon,1,High,On Time,Weekend,8.92,26.2,47
1477432,345798,58,12.13,5.0,26,26,52,52.0,0.0,17,Evening,0,High,On Time,Weekend,7.91,40.6,48
1478044,354719,39,31.38,5.0,28,18,46,52.0,-6.0,10,Morning,0,Medium,Early,Weekend,7.09,44.2,49
1477789,185355,30,22.85,5.0,21,32,53,52.0,1.0,8,Morning,0,High,On Time,Weekday,5.51,19.2,50
1477736,361701,43,32.93,5.0,30,20,50,52.0,-2.0,12,Afternoon,1,Medium,On Time,Weekend,1.09,30.5,1
1478235,114234,60,19.4,5.0,20,16,36,52.0,-16.0,20,Evening,1,Low,Early,Weekend,2.03,40.3,2
1478156,41968,15,8.1,5.0,25,24,49,52.0,-3.0,11,Morning,1,Medium,On Time,Weekend,1.75,41.2,3
1478262,48851,103,9.02,5.0,29,24,53,52.0,1.0,17,Evening,0,Medium,On Time,Weekday,10.52,17.5,4
1476554,368663,15,9.12,5.0,31,19,50,52.0,-2.0,15,Afternoon,0,Medium,On Time,Weekend,8.7,31.3,5
1476787,78887,28,6.69,4.0,26,25,51,52.0,-1.0,8,Morning,0,Medium,On Time,Weekday,8.49,24.7,6
1476744,71743,117,16.88,5.0,33,27,60,52.0,8.0,17,Evening,0,High,Slightly Delayed,Weekend,2.07,19.2,7
1476951,331143,83,16.3,3.0,28,25,53,52.0,1.0,8,Morning,0,Medium,On Time,Weekday,10.4,21.4,8
1477429,252965,19,9.27,4.0,23,25,48,52.0,-4.0,19,Evening,1,Medium,On Time,Weekend,4.05,24.1,9
1476986,298794,28,15.86,4.0,22,17,39,52.0,-13.0,11,Morning,1,Low,Early,Weekend,7.66,32.4,10
1477441,275689,18,12.23,5.0,20,24,44,52.0,-8.0,15,Afternoon,0,Medium,Early,Weekend,14.07,21.8,11
1477667,106478,61,12.13,5.0,25,24,49,52.0,-3.0,12,Afternoon,1,Medium,On Time,Weekend,2.43,25.4,12
1476583,62929,55,17.03,5.0,35,21,56,52.0,4.0,9,Morning,0,Medium,On Time,Weekend,3.86,24.5,13
1478030,131093,55,13.77,3.0,33,29,62,52.0,10.0,13,Afternoon,1,High,Slightly Delayed,Weekend,1.05,17.8,14
1478373,40808,135,6.01,3.0,20,31,51,52.0,-1.0,12,Afternoon,1,High,On Time,Weekday,5.62,35.6,15
1477634,387227,42,29.25,5.0,25,29,54,52.0,2.0,9,Morning,0,High,On Time,Weekday,13.94,23.6,16
1476591,128224,18,16.1,3.0,26,17,43,52.0,-9.0,20,Evening,1,Low,Early,Weekend,12.18,41.0,17
1476704,325285,17,5.73,5.0,25,25,50,52.0,-2.0,21,Night,1,Medium,On Time,Weekday,1.41,25.3,18
1478216,142619,15,6.07,4.0,28,19,47,52.0,-5.0,18,Evening,1,Medium,Early,Weekend,4.77,15.3,19
1478066,156218,17,15.23,5.0,31,16,47,52.0,-5.0,18,Evening,1,Low,Early,Weekend,14.57,36.2,20
